world_rank,institution,country,quality_of_education,quality_of_faculty,influence,patents,Average,rank_by_avg,GRE Score,TOEFL Score,CGPA
753,University of Salzburg,Austria,367,218,738,871,548.5,891,253,85,7.36
754,University of Mississippi Medical Center,USA,367,218,504,871,490,759,250,87,7.47
755,National Research Nuclear University MEPhI,Russia,306,218,699,871,523.5,834,247,83,6.97
756,Chung-Ang University,South Korea,367,218,781,218,396,492,267,91,7.42
757,Kaohsiung Medical University,Taiwan,367,218,854,661,525,838,277,94,8.07
758,University of Neuchâtel,Switzerland,352,218,635,640,461.25,675,251,89,7.19
759,University of Yamanashi,Japan,367,218,862,382,457.25,664,264,90,6.94
760,Yamagata University,Japan,367,218,736,535,464,687,271,92,7.74
761,New Jersey Institute of Technology,USA,259,218,670,391,384.5,465,272,95,7.94
762,East Carolina University,USA,367,218,685,639,477.25,730,284,101,8.84
763,University of Hyogo,Japan,367,218,475,787,461.75,679,288,100,8.53
764,University of Picardie Jules Verne,France,367,218,782,543,477.5,731,256,88,7.66
765,University of Salento,Italy,367,218,743,654,495.5,774,263,87,8.2
766,Northern Arizona University,USA,367,218,489,609,420.75,558,280,99,8.47
767,Miguel Hernández University of Elche,Spain,367,218,617,497,424.75,564,270,89,7.64
768,University of Tehran,Iran,181,218,984,871,563.5,930,261,83,6.76
769,Blaise Pascal University,France,367,192,701,619,469.75,707,248,77,7.18
770,Yeungnam University,South Korea,367,218,974,231,447.5,632,251,83,7.33
771,Kurume University,Japan,367,218,770,473,457,662,260,88,7.54
772,Institut national des sciences Appliquées de Lyon,France,367,218,674,558,454.25,652,274,95,8.52
773,Saga University,Japan,367,218,791,435,452.75,642,286,104,8.92
774,Chongqing University,China,367,218,892,809,571.5,939,271,94,7.84
775,Jikei University School of Medicine,Japan,367,218,711,797,523.25,833,265,90,6.95
776,Second Military Medical University,China,367,218,664,395,411,528,254,86,6.96
777,Jawaharlal Nehru Centre for Advanced Scientific Research,India,367,218,650,453,422,560,247,81,6.73
778,"University of North Texas, Denton",USA,367,218,636,554,443.75,617,240,85,6.86
779,Ege University,Turkey,367,218,839,871,573.75,943,253,83,6.95
780,Mie University,Japan,367,218,860,368,453.25,647,261,84,7.73
781,École Polytechnique de Montréal,Canada,367,218,921,412,479.5,735,272,89,8.14
782,AGH University of Science and Technology,Poland,267,218,891,398,443.5,615,269,90,7.97
783,University of Electronic Science and Technology of China,China,367,218,912,552,512.25,813,274,95,8.45
784,University of Stirling,United Kingdom,367,218,707,871,540.75,879,250,85,7.56
785,University of Greifswald,Germany,367,211,487,476,385.25,468,290,98,9.04
786,National Polytechnic Institute,Mexico,330,218,579,620,436.75,595,285,102,9.12
787,Jacobs University Bremen,Germany,367,218,666,533,446,625,252,86,7.26
788,Capital Medical University,China,367,218,754,871,552.5,900,257,90,7.4
789,Norwegian University of Life Sciences,Norway,367,218,570,782,484.25,750,246,82,7.1
790,Michigan Technological University,USA,341,218,769,581,477.25,730,270,93,7.74
791,Vilnius University,Lithuania,340,218,642,684,471,710,264,87,7.54
792,North Dakota State University - Main Campus,USA,172,218,790,871,512.75,816,268,91,7.95
793,University of Hohenheim,Germany,367,218,691,782,514.5,820,276,97,8.42
794,University of North Carolina at Charlotte,USA,367,218,662,593,460,671,267,89,8.06
795,Zhengzhou University,China,367,218,806,749,535,863,279,96,8.53
796,Cairo University,Egypt,285,180,730,871,516.5,826,274,95,8.34
797,University of Caen Lower Normandy,France,207,218,768,787,495,771,275,92,8.41
798,Saitama Medical University,Japan,367,218,586,488,414.75,539,280,101,8.75
799,University of Murcia,Spain,367,218,703,479,441.75,609,262,88,8.08
800,Showa University,Japan,367,218,759,727,517.75,829,283,102,8.96
801,University of Oldenburg,Germany,367,218,619,816,505,799,237,93,8.45
802,Magna Græcia University of Catanzaro,Italy,367,218,813,766,541,880,224,82,7.67
803,National Sun Yat-sen University,Taiwan,367,218,950,871,601.5,983,216,79,6.8
804,Nanjing University of Science and Technology,China,367,218,943,694,555.5,906,222,85,7.47
805,University of Concepción,Chile,367,218,451,505,385.25,468,214,78,7.01
806,Chungbuk National University,South Korea,367,218,859,319,440.75,605,230,90,8.14
807,Taipei Medical University,Taiwan,367,218,883,661,532.25,857,221,84,7
808,Jaume I University,Spain,367,218,958,643,546.5,889,208,76,6.7
809,Bowling Green State University,USA,367,218,705,824,528.5,847,202,77,6.8
810,Nanjing University of Technology,China,367,218,984,217,446.5,628,223,83,7.4
811,University of New England (Australia),Australia,367,218,634,797,504,793,225,81,7.2
812,Kangwon National University,South Korea,367,218,819,428,458,666,227,86,7.8
813,Inje University,South Korea,367,218,928,331,461,673,228,87,7.9
814,Aberystwyth University,United Kingdom,367,218,552,607,436,591,207,84,6.8
815,"University of Technology, Sydney",Australia,367,218,668,520,443.25,613,211,79,7
816,University of Franche-Comté,France,302,218,814,583,479.25,734,214,80,7.1
817,University of Sassari,Italy,367,218,592,805,495.5,774,217,82,7.5
818,Chiang Mai University,Thailand,367,218,753,871,552.25,898,219,81,6.8
819,Budapest University of Technology and Economics,Hungary,256,218,761,529,441,607,218,85,7.6
820,University of Maribor,Slovenia,367,218,820,752,539.25,876,203,77,7.3
821,University of Bradford,United Kingdom,367,218,772,567,481,740,212,82,6.7
822,University of Perpignan Via Domitia,France,160,218,580,871,457.25,664,225,89,7.2
823,Florida Institute of Technology,USA,367,218,793,871,562.25,926,228,91,8.3
824,University of Brighton,United Kingdom,367,218,829,766,545,886,234,94,8.5
825,University of Massachusetts Boston,USA,367,218,698,824,526.75,841,236,94,8.6
826,Rio de Janeiro State University,Brazil,367,218,910,739,558.5,914,240,95,8.4
827,Nagoya Institute of Technology,Japan,367,218,958,229,443,611,222,84,7.6
828,Jiangnan University,China,367,218,912,628,531.25,855,198,73,6.3
829,Murdoch University,Australia,367,218,501,770,464,687,195,68,6
830,"University of Wales, Trinity Saint David",United Kingdom,367,218,927,871,595.75,972,210,74,6.1
831,University of Rouen,France,362,218,722,414,429,573,200,72,6.9
832,The Catholic University of America,USA,367,218,596,674,463.75,685,227,78,7.1
833,Wright State University - Dayton,USA,367,218,805,824,553.5,902,238,93,8.2
834,Dankook University,South Korea,367,218,948,241,443.5,615,240,89,8.4
835,Clarkson University,USA,367,218,974,685,561,920,231,87,8.6
836,University of Regina,Canada,367,218,737,573,473.75,717,220,85,8
837,Boğaziçi University,Turkey,367,218,766,824,543.75,884,199,81,7.2
838,Kōchi University,Japan,367,218,788,536,477.25,730,200,80,6.6
839,University of Miyazaki,Japan,290,218,692,393,398.25,496,204,80,6.3
840,University of Electro-Communications,Japan,161,218,833,332,386,472,207,83,6.5
841,University of Valladolid,Spain,367,218,888,407,470,709,208,85,6.8
842,Bilkent University,Turkey,367,218,789,871,561.25,921,216,80,7
843,Dublin City University,Ireland,367,218,933,347,466.25,696,213,82,7.3
844,University of South Alabama,USA,367,218,784,464,458.25,668,232,92,7.9
845,Sofia University,Bulgaria,254,218,881,871,556,908,226,88,8.2
846,Ocean University of China,China,367,218,735,541,465.25,692,222,85,7.9
847,King Fahd University of Petroleum and Minerals,Saudi Arabia,367,218,950,871,601.5,983,229,89,8.1
848,University of Veterinary Medicine Vienna,Austria,367,184,687,654,473,712,239,94,8.5
849,University of Alcalá,Spain,367,218,657,608,462.5,680,221,85,7.65
850,Hunter College,USA,261,218,610,805,473.5,713,227,86,7.2
851,"All India Institute of Medical Sciences, New Delhi",India,367,218,886,839,577.5,955,213,73,7.1
852,Gazi University,Turkey,367,218,942,871,599.5,978,212,75,6.7
853,"National University of Ireland, Maynooth",Ireland,244,218,710,561,433.25,578,234,91,6.8
854,Tehran University of Medical Sciences,Iran,367,218,899,871,588.75,963,224,87,6.9
855,University of the Ryukyus,Japan,367,218,663,618,466.5,697,222,85,6.8
856,Florida Atlantic University,USA,367,218,741,714,510,806,220,78,6.5
857,University of Siegen,Germany,367,218,732,769,521.5,832,216,77,6.2
858,Huazhong Agricultural University,China,367,218,535,494,403.5,508,198,74,6.4
859,University of Angers,France,367,218,801,550,484,748,200,74,5.6
860,University of Seoul,South Korea,367,218,907,259,437.75,600,211,79,7.1
861,Brock University,Canada,367,218,727,638,487.5,755,209,75,6.9
862,Fukuoka University,Japan,367,218,876,416,469.25,706,207,76,7
863,Hamamatsu University School of Medicine,Japan,367,218,917,470,493,764,204,80,7
864,Nanjing Normal University,China,367,218,709,742,509,805,215,82,7.3
865,National Chung Cheng University,Taiwan,367,218,991,871,611.75,1000,225,86,7.5
866,Nanjing Agricultural University,China,367,218,726,601,478,732,225,87,7.72
867,University of the Republic (Uruguay),Uruguay,367,218,669,871,531.25,855,227,89,7.82
868,Sejong University,South Korea,367,218,845,466,474,720,216,82,7.44
869,Makerere University,Uganda,367,218,656,871,528,843,218,84,8.02
870,University of New Brunswick,Canada,367,218,802,591,494.5,770,228,90,7.96
871,Northeastern University (China),China,367,218,974,698,564.25,931,232,93,8.44
872,University of Extremadura,Spain,367,218,958,630,543.25,882,236,87,8.56
873,RMIT University,Australia,367,218,929,585,524.75,836,221,86,8.25
874,"Royal Veterinary College, University of London",United Kingdom,246,218,550,746,440,603,214,83,7.84
875,Chung Yuan Christian University,Taiwan,249,218,962,871,575,950,214,81,7.7
876,University of Osnabrück,Germany,367,218,654,871,527.5,842,229,89,7.36
877,Northwest University (China),China,367,218,848,871,576,951,227,87,7.52
878,Chosun University,South Korea,367,218,984,209,444.5,620,201,74,7.02
879,University of Orléans,France,367,218,495,839,479.75,737,196,70,6.34
880,Jean Monnet University,France,367,218,486,710,445.25,622,194,68,6.16
881,École centrale de Lyon,France,367,218,841,570,499,783,212,80,6.82
882,University of Western Sydney,Australia,367,218,551,647,445.75,624,240,95,8.3
883,Hefei University of Technology,China,367,218,974,871,607.5,994,220,85,8.02
884,University of Massachusetts Lowell,USA,367,218,943,304,458,666,222,90,8.16
885,Manchester Metropolitan University,United Kingdom,367,218,677,721,495.75,775,240,90,8.25
886,Nanjing Medical University,China,367,218,696,761,510.5,808,219,78,7.46
887,Kyoto Institute of Technology,Japan,367,218,868,287,435,587,215,81,7.22
888,Shanghai Normal University,China,367,218,950,871,601.5,983,217,82,7.08
889,Southwest University,China,268,218,897,669,513,818,214,83,6.94
890,Adam Mickiewicz University in Poznań,Poland,150,218,775,657,450,635,216,84,7.56
891,University of Calcutta,India,140,209,900,424,418.25,550,218,81,6.72
892,University of Pécs,Hungary,367,218,812,501,474.5,723,199,72,6.46
893,"Queens College, City University of New York",USA,323,218,690,729,490,759,198,73,6.83
894,University of Lleida,Spain,367,218,850,809,561,920,201,72,6.68
895,Nanjing University of Aeronautics and Astronautics,China,367,218,974,853,603,985,203,74,6.46
896,University of Western Brittany,France,367,218,616,599,450,635,204,75,6.64
897,University of North Carolina at Greensboro,USA,367,218,825,575,496.25,776,206,75,6.8
898,Pukyong National University,South Korea,367,218,962,356,475.75,726,231,95,7.76
899,Fourth Military Medical University,China,367,218,716,692,498.25,781,232,94,8.04
900,University of Fukui,Japan,367,218,797,610,498,779,223,88,7.68
901,University of Southern Mississippi,USA,367,218,853,676,528.5,847,222,82,7.26
902,University of Mannheim,Germany,367,218,903,871,589.75,965,212,80,6.92
903,Shimane University,Japan,367,218,717,695,499.25,784,214,81,7.05
904,China University of Geosciences (Wuhan),China,367,218,639,752,494,766,217,79,7.27
905,University of Thessaly,Greece,367,218,984,871,610,996,226,87,7.85
906,Oakland University,USA,367,218,810,871,566.5,933,216,85,7.58
907,Wilfrid Laurier University,Canada,367,218,921,871,594.25,969,229,86,7.98
908,Teikyo University,Japan,367,218,767,803,538.75,873,238,92,8.26
909,Saitama University,Japan,367,218,609,545,434.75,586,231,91,8.18
910,Trent University,Canada,367,218,777,782,536,867,204,78,7.44
911,Nicolaus Copernicus University in Toruń,Poland,367,218,821,698,526,839,205,83,7.28
912,Tarbiat Modares University,Iran,367,218,991,871,611.75,1000,221,84,7.48
913,University of North Dakota,USA,367,218,731,606,480.5,738,201,82,7.14
914,Isfahan University of Technology,Iran,367,218,923,871,594.75,971,220,85,7.36
915,Fluminense Federal University,Brazil,367,218,892,871,587,962,211,80,7.25
916,National Taiwan University of Science and Technology,Taiwan,367,218,991,823,599.75,979,210,81,7.84
917,University of Lethbridge,Canada,367,218,718,853,539,874,199,77,7.42
918,Federal University of Santa Catarina,Brazil,367,218,941,763,572.25,941,190,79,6.26
919,University of Camerino,Italy,367,218,826,724,533.75,860,196,74,6.08
920,University of Brasília,Brazil,367,218,688,871,536,867,227,79,7.64
921,University of Wrocław,Poland,355,218,842,871,571.5,939,235,92,8.36
922,University of Basilicata,Italy,367,218,900,871,589,964,234,94,8.28
923,Jadavpur University,India,367,218,991,735,577.75,957,210,81,7.16
924,South China Normal University,China,367,218,912,744,560.25,918,208,83,7.02
925,University of Hyderabad,India,367,218,910,871,591.5,966,201,81,7.27
926,Ritsumeikan University,Japan,367,218,882,430,474.25,721,200,75,7.46
927,Carlos III University of Madrid,Spain,367,218,958,383,481.5,743,223,88,8.12
928,University of Cyprus,Cyprus,367,218,896,816,574.25,947,219,87,7.51
929,University of Texas at El Paso,USA,367,218,838,706,532.25,857,226,87,7.9
930,University of Cádiz,Spain,367,218,816,311,428,571,233,93,8.15
931,Shahid Beheshti University of Medical Sciences,Iran,367,218,920,871,594,968,239,89,8.56
932,National Taiwan Normal University,Taiwan,367,218,939,871,598.75,976,203,80,7.45
933,National University of Córdoba,Argentina,367,218,796,871,563,929,209,80,7.36
934,Federal University of Paraná,Brazil,367,218,800,772,539.25,876,223,87,7.58
935,University of Jaén,Spain,367,218,871,563,504.75,795,233,88,8.08
936,"University of California, Merced",USA,367,218,540,491,404,509,214,84,7.57
937,University of Waikato,New Zealand,367,218,870,703,539.5,877,212,78,7.25
938,University of Central Lancashire,United Kingdom,367,218,603,749,484.25,750,216,75,6.96
939,Federal University of Pernambuco,Brazil,367,218,884,417,471.5,711,226,91,7.88
940,University of Almería,Spain,367,218,974,681,560,917,218,84,7.92
941,Federal University of São Carlos,Brazil,367,218,948,774,576.75,953,229,85,7.95
942,Charles Darwin University,Australia,367,218,742,871,549.5,893,232,93,8.16
943,Yangzhou University,China,367,218,873,871,582.25,959,231,90,8.24
944,Wrocław University of Technology,Poland,367,218,947,861,598.25,975,240,95,8.72
945,Hirosaki University,Japan,367,218,844,693,530.5,849,225,87,7.76
946,National Taiwan Ocean University,Taiwan,367,218,940,871,599,977,220,88,7.44
947,Jiangsu University,China,367,218,969,323,469.25,706,215,80,7.28
948,Northwestern Polytechnical University,China,367,218,962,871,604.5,990,226,89,7.91
949,Xiangtan University,China,367,218,935,778,574.5,948,239,91,8.6
950,United Arab Emirates University,United Arab Emirates,367,218,851,689,531.25,855,211,81,7.06
951,Gachon University,South Korea,367,218,880,451,479,733,234,89,8.23
952,Hallym University,South Korea,367,218,908,565,514.5,820,232,91,8.08
953,Harbin Engineering University,China,367,218,991,839,603.75,987,221,87,7.86
954,Dokuz Eylül University,Turkey,367,218,957,871,603.25,986,224,80,7.55
955,Jinan University,China,367,218,897,688,542.5,881,226,83,7.69
956,Shiraz University,Iran,367,218,962,871,604.5,990,212,84,7.49
957,Third Military Medical University,China,367,218,809,721,528.75,848,215,80,7.14
958,Amirkabir University of Technology,Iran,367,218,962,871,604.5,990,209,79,7.06
959,Public University of Navarre,Spain,367,218,831,697,528.25,844,206,81,6.94
960,Federico Santa María Technical University,Chile,367,218,923,645,538.25,870,197,75,6.7
961,Federal University of ABC,Brazil,367,218,923,871,594.75,971,215,78,6.66
962,University of Puerto Rico at Mayagüez,Puerto Rico,367,218,793,871,562.25,926,198,74,6.26
963,Southern Medical University,China,367,218,758,782,531.25,855,218,84,7.3
964,University of Silesia,Poland,367,218,864,871,580,958,217,80,7.36
965,Ain Shams University,Egypt,367,218,832,871,572,940,229,86,7.81
966,University of Valenciennes and Hainaut-Cambresis,France,367,218,950,871,601.5,983,222,85,7.77
967,Chung Shan Medical University,Taiwan,367,218,973,871,607.25,992,202,77,7.13
968,National University of Colombia,Colombia,367,218,732,861,544.5,885,213,77,7.07
969,South China Agricultural University,China,367,218,811,871,566.75,934,193,72,6.6
970,Ibaraki University,Japan,367,218,448,562,398.75,497,211,74,6.78
971,Fu Jen Catholic University,Taiwan,367,218,887,824,574,946,212,76,6.84
972,Hunan Normal University,China,367,218,917,871,593.25,967,234,92,7.87
973,Ulsan National Institute of Science and Technology,South Korea,367,218,912,349,461.5,678,222,85,7.93
974,Federal University of Santa Maria,Brazil,367,218,974,871,607.5,994,223,88,8.03
975,Shenzhen University,China,367,218,778,318,420.25,557,221,86,7.77
976,Tianjin Medical University,China,367,218,857,839,570.25,937,220,86,7.67
977,Beijing University of Technology,China,367,218,950,512,511.75,811,229,94,7.96
978,University of Reims Champagne-Ardenne,France,367,218,884,544,503.25,790,219,85,7.84
979,Yuan Ze University,Taiwan,367,218,984,871,610,996,209,83,6.92
980,"University of Chemistry and Technology, Prague",Czech Republic,367,218,868,778,557.75,911,207,77,7.07
981,University of Limerick,Ireland,367,218,863,516,491,761,200,79,6.96
982,China Medical University (PRC),China,367,218,749,871,551.25,896,205,82,7.22
983,Feng Chia University,Taiwan,367,218,991,871,611.75,1000,199,75,6.68
984,Zhejiang University of Technology,China,367,218,991,672,562,924,214,85,7.6
985,Novosibirsk State University,Russia,167,218,858,871,528.5,847,216,81,7.12
986,University of Bucharest,Romania,237,218,804,871,532.5,858,227,88,7.91
987,Babeș-Bolyai University,Romania,367,218,855,871,577.75,957,217,82,7.48
988,Mansoura University,Egypt,367,218,969,871,606.25,991,235,93,8.24
989,University of Pau and Pays de l'Adour,France,367,218,991,809,596.25,973,231,90,8.16
990,Henan Normal University,China,367,218,991,871,611.75,1000,224,87,7.88
991,Xidian University,China,367,218,974,434,498.25,781,224,86,7.96
992,Federal University of Bahia,Brazil,367,218,865,774,556,908,223,85,7.78
993,Southwest Jiaotong University,China,367,218,962,861,602,984,222,89,7.74
994,Ryerson University,Canada,367,218,969,756,577.5,955,236,93,8.33
995,King Abdulaziz University,Saudi Arabia,367,218,430,839,463.5,683,216,84,7.56
996,University of the Algarve,Portugal,367,218,845,816,561.5,922,207,82,7.32
997,Alexandria University,Egypt,236,218,908,871,558.25,913,206,80,7.06
998,Federal University of Ceará,Brazil,367,218,823,824,558,912,210,81,7.13
999,University of A Coruña,Spain,367,218,974,651,552.5,900,211,79,7.23
1000,China Pharmaceutical University,China,367,218,991,547,530.75,851,213,82,7.49
